cell_id,CD86,CD274,CD270,CD155,CD112,CD47,CD48,CD40,CD154,CD52,CD3,CD8,CD56,CD19,CD33,CD11c,HLA-A-B-C,CD45RA,CD123,CD7,CD105,CD49f,CD194,CD4,CD44,CD14,CD16,CD25,CD45RO,CD279,TIGIT,Mouse-IgG1,Mouse-IgG2a,Mouse-IgG2b,Rat-IgG2b,CD20,CD335,CD31,Podoplanin,CD146,IgM,CD5,CD195,CD32,CD196,CD185,CD103,CD69,CD62L,CD161,CD152,CD223,KLRG1,CD27,CD107a,CD95,CD134,HLA-DR,CD1c,CD11b,CD64,CD141,CD1d,CD314,CD35,CD57,CD272,CD278,CD58,CD39,CX3CR1,CD24,CD21,CD11a,CD79b,CD244,CD169,integrinB7,CD268,CD42b,CD54,CD62P,CD119,TCR,Rat-IgG1,Rat-IgG2a,CD192,CD122,FceRIa,CD41,CD137,CD163,CD83,CD124,CD13,CD2,CD226,CD29,CD303,CD49b,CD81,IgD,CD18,CD28,CD38,CD127,CD45,CD22,CD71,CD26,CD115,CD63,CD304,CD36,CD172a,CD72,CD158,CD93,CD49a,CD49d,CD73,CD9,TCRVa7.2,TCRVd2,LOX-1,CD158b,CD158e1,CD142,CD319,CD352,CD94,CD162,CD85j,CD23,CD328,HLA-E,CD82,CD101,CD88,CD224
f64f24ba925a,-0.2502132,1.0675272,-0.08123818,1.2879405,6.951091,7.378747,-0.24046671,-0.24138907,0.8924298,-0.23778468,-0.06748772,-0.15850738,0.3575651,-0.4415063,4.952391,-0.0047099143,4.5096087,0.8767042,1.8177046,4.8241034,0.23609424,2.9355586,-0.3094306,0.85181165,6.930667,0.17700186,-0.336003,0.6853049,1.0449761,0.2670886,1.1360128,-0.7253222,0.76650274,-0.104394466,-0.26940948,-0.049230814,-0.04537037,7.0001335,-0.12633532,0.53717875,-0.2925943,-0.6124469,-0.44741434,1.7398525,0.21869342,0.4477291,-0.38206983,0.045247227,7.2307463,-0.14148465,0.7232146,-0.7647651,1.1155983,1.3357842,0.55695546,0.9658661,0.46978217,4.537447,-0.31949854,0.6654324,-0.34406024,0.52345,0.4477567,-0.03232616,0.89595264,1.1022466,0.21350786,0.75776553,2.5232754,0.6846853,-0.27200535,0.23862362,-0.35464174,7.6093025,0.75208795,11.962213,-0.5507972,1.703031,0.8889009,-0.48699197,0.4905512,-0.33016998,0.9203559,-0.38632962,-0.5527157,2.074064,0.20256628,0.038393423,0.8118315,0.9915738,0.4424236,-0.6215378,-0.20565203,0.2161859,2.8736625,-0.016244665,0.38914216,6.9956985,0.17285252,4.480281,1.942367,-0.2396305,4.7055683,0.2629679,5.291642,1.7279311,5.112844,-0.14437404,10.748542,0.8437064,1.0672375,2.5156999,0.8994869,0.2802215,0.40124285,1.0649278,0.10247566,-0.5858197,0.875452,8.92167,1.620403,0.98767066,0.4968614,-0.2507031,-0.57564616,1.6356496,1.0833672,-0.48064214,-0.18230313,-0.4429931,0.12869897,8.729674,1.3654854,0.57971835,2.7850497,0.80406594,4.5263686,0.229716,1.0111264,1.1464977
daa10d474d5f,-0.5266711,0.08869387,1.1809947,2.7734733,3.9244173,5.1720214,0.94775,0.58882517,-0.42771858,1.4446198,-0.35557833,-0.44237983,-0.8469746,-0.77643585,1.2518708,-0.29660475,6.8043942,0.5811503,3.3067203,-0.34554082,1.2495708,1.9316895,-0.5572883,-0.12926024,15.86516,-0.1280944,0.42451662,-0.23862208,0.11364268,0.19986688,-0.3559354,-0.43695128,-0.5955592,0.59090626,1.491935,0.6320759,1.1253655,6.4399385,1.5879179,0.24413213,-0.5739812,-0.24733852,0.28949758,0.25142536,-0.0823256,-0.46846104,1.6932516,-0.2750788,3.286013,-0.47633058,-0.19610111,-0.65349436,1.4858828,1.0966494,0.9501624,0.0052245334,0.46090084,2.7357876,-0.61227465,-0.65632075,1.722599,0.24619356,-0.14571539,0.26279518,0.6051308,0.20622411,-0.9229376,-0.6922181,0.77712023,-0.2414858,0.27988744,-0.9035977,2.3234837,4.386219,-0.067090444,8.405646,-0.87326837,-0.06309468,-0.5986333,0.8988515,3.028213,-0.63979286,-0.34617057,0.21152198,0.5812699,-0.10611701,-0.1526845,1.2079958,0.007596098,0.05961921,-0.24513796,0.3680126,-0.0839426,0.42262748,1.7600405,-0.25220722,-1.0692217,2.9191003,-0.1745042,4.864987,3.4291654,1.3265179,-0.38025928,0.4164586,0.69809294,-0.8049176,5.8159323,-0.43228874,6.7007246,-0.6483607,0.3773607,3.1724334,0.9133725,3.4079795,0.087794304,0.7129855,3.165133,1.2371137,-0.5862459,7.8907514,-0.044771872,-0.7911884,0.2013651,-0.48729312,1.5151657,0.86737823,0.22572249,2.0405796,-0.13795578,-0.06721912,0.43852913,3.9735422,0.032841332,-0.4537757,-0.29329652,1.0124651,4.654375,1.1848257,1.4644715,1.7867174
14eb0b93a25a,-1.0967718,-0.003880024,1.4630197,3.7711797,4.1067214,6.132362,0.22733748,-0.025121868,0.97223324,-0.1212101,-0.9496676,-1.0277705,0.029477179,0.11931592,7.096289,1.927296,1.8451517,-1.8518546,1.4579785,-0.7692482,0.32431674,3.4902232,0.29477638,-0.82972413,8.224721,-0.060109615,-1.1600002,-0.90244263,-0.2188077,0.42903847,0.0756641,0.46742702,1.2368755,1.1552516,-0.21587378,1.0386305,1.5650029,9.323847,0.823497,-0.36017725,-0.638238,-0.93131185,0.14982492,8.627963,1.3013439,0.55050224,2.2754192,-0.3322657,1.6103008,0.6181929,0.4027841,0.12359059,-1.4378891,-0.95237935,2.483984,1.1299686,1.6048589,2.6296146,-0.051974416,-1.2750151,0.10356778,-0.33644122,1.4843156,0.24876142,-1.126998,0.5824274,-0.1743856,1.7455217,2.5350542,-0.27319738,-0.43735054,-0.07092607,-1.2003319,-1.3222116,-0.21151584,5.4765596,0.52611697,5.327352,0.035516262,-1.3945589,-1.2785325,-1.278285,-0.60395074,-0.4936372,-0.7671496,-0.825792,0.7817731,-0.57037145,3.3176098,5.450476,0.6601046,-0.062166333,0.52398336,1.2417004,1.0779743,-0.7388001,0.989364,6.3012624,-0.5783435,2.3191848,1.948585,2.506775,-0.9642186,0.16503793,1.2214732,1.3760443,1.823246,-1.0260152,19.232447,0.6642263,2.6477096,1.7572558,1.454344,23.320528,-0.5585871,-0.012776256,1.9324074,-0.038563073,-1.1067995,8.197408,0.15356237,-0.76852417,1.920573,0.5626014,1.9976037,0.12882948,-0.4654537,0.385365,0.16485578,0.13581753,0.4904511,10.779008,0.6527143,-0.32191455,2.208822,-0.8926795,5.635774,0.7391571,6.6528163,0.37058628
9091907ae959,-0.2701975,0.73825157,-1.0510925,0.69992965,4.259627,10.672613,5.162324,0.32458305,-0.27917477,-0.26040256,-0.088312924,-0.17902766,0.33247966,1.1207131,7.5924625,-0.025810137,4.015626,4.52373,3.6123285,2.4401417,0.014316261,2.9057896,-0.32734746,0.1858604,8.826885,0.1549474,-0.35545468,0.6620353,0.87818,0.53142834,0.6913909,-0.09070262,0.26352292,0.93050146,-0.29409596,0.62373185,-0.53592324,15.688001,0.46899953,-0.4863602,-0.3129349,0.060363457,-1.0531563,1.6990808,-0.85228205,0.14704433,1.2857943,0.62546873,8.954719,-1.1000657,-0.28670382,1.1069869,1.0924494,-0.23739652,0.93369925,0.12268189,0.77818215,3.6836643,-0.34066242,-0.37798613,-0.3620718,0.33208185,-0.30276766,0.5967622,-0.25747734,1.0777872,0.1875872,-0.35865322,1.7321906,0.662073,0.6722666,0.7663383,0.69861627,9.96788,0.48451507,8.096252,0.17582628,1.6764724,-0.34009174,1.1738082,1.4700763,-0.3525517,1.948964,-0.4110483,-0.57569456,0.8783401,0.88343656,1.1816345,1.1404395,0.3941969,0.7164334,0.18373987,0.73204327,0.48277113,2.0668845,-0.033301696,-0.729149,5.024628,-0.9444715,3.2631311,2.5429242,-0.25532556,4.6850986,0.73774993,1.9818983,0.29532307,3.1057477,-0.16518652,11.58897,1.8237674,0.76350546,2.8486729,0.87334096,0.22717479,-0.4757069,-0.22779617,-0.5973049,0.8702204,1.9611777,7.3338685,0.27603573,2.1695561,0.47550085,1.2699758,-0.114646405,-0.2339564,0.53666484,-0.04771453,1.5211697,-0.09737578,-0.37617543,5.025707,0.87718296,0.082267106,-0.11872245,-0.5802723,4.1341114,0.9011005,1.7111919,1.4774039
83ad957ed9a8,-0.06837219,0.3196609,0.92549944,1.5448399,3.9946675,5.1754303,4.221833,0.5419307,0.35061342,-0.031980246,0.12200475,0.02821058,0.17495078,1.3652251,9.218149,0.18728481,3.2754972,1.9074513,2.6833963,-0.0049262345,-0.67445254,2.3989272,-0.14640146,0.43383652,9.115748,0.37767982,1.8105608,0.89703906,-0.31989917,0.5021673,0.47512236,-0.47983027,0.014163375,1.1977371,1.0545018,-0.22208774,0.19413853,15.399447,1.7673162,-0.2724245,-0.10751119,1.5237864,-0.8427065,1.186442,-0.08403927,0.10476372,-0.14365298,0.2559426,0.20177239,0.07876128,0.78238803,-0.1082446,-0.2466377,-0.06281859,0.81249607,1.5951161,0.33691537,5.4999423,1.0371277,-0.15895787,-0.18016961,0.23186263,-0.035218775,-0.5870852,-0.045165837,0.76715094,1.8127605,1.6058943,2.7876043,0.27708024,0.050827116,-0.5601506,0.9002345,7.854741,0.1781367,2.1959572,1.7256818,0.00056034327,-0.13663909,0.58735156,1.6318562,-0.12651464,0.49565572,0.7783932,-0.34362668,-0.2512855,0.170888,-0.19613576,-0.16718072,0.031687856,0.36214867,0.6246615,0.12806818,0.7464605,2.843431,0.1389604,0.63025534,6.876676,0.06569433,9.0075,2.778933,-0.09681824,4.89183,0.49076504,0.276489,1.2624602,2.6646364,0.0450027,11.231109,1.098798,0.13014099,2.7558045,0.29823148,0.76290345,-0.24687696,3.5176358,1.542886,0.3867507,1.0414894,4.538647,0.528487,-0.20935339,2.304234,-0.09508529,-0.88523,0.027502358,0.21339095,-0.24194384,0.8150742,0.14843684,0.9700084,8.091322,0.10956347,0.4382323,0.018654138,-0.32616264,1.7685578,1.1573999,2.5112767,0.5969387
d87f439a9f22,0.9734785,0.70155567,1.0723422,5.506489,6.6189294,4.8355947,-0.3023597,0.8337993,-0.5145902,0.26654464,-0.7741779,-0.20880012,0.67649245,0.32847598,8.741906,-0.056423917,6.0781665,-0.5757239,0.2963397,2.4185922,0.72796786,1.5915622,1.0098444,-0.5523363,3.7225,-0.64068484,1.5858922,0.026252314,-0.58433723,-0.112819076,-0.0710091,1.029764,0.22494812,-0.16924743,-0.32991308,0.25320217,0.31716824,11.816444,0.43012178,-0.51709485,0.17356178,1.2468619,-1.0833901,5.9475513,0.16536288,0.6454379,1.2477784,-0.6724291,5.0446424,-0.20080818,1.8430457,1.9418601,2.3887084,-0.26247692,1.9535613,1.0542425,0.051369727,1.959878,-0.3713687,-0.40945238,0.82241464,-0.06604004,-0.34120452,1.1178747,-0.28797865,0.48464274,0.1499795,0.69406414,2.2108865,-0.65595186,-0.3336255,-0.293208,0.66965115,10.644916,-1.4130758,12.744476,0.14200562,2.042483,0.83952683,-0.53950083,2.3626451,1.0992969,0.4295152,-0.44691205,0.14994352,0.18104416,-0.40937722,1.4841092,1.7475783,0.92767906,0.3775219,0.14630309,1.1810288,0.44488874,1.4340229,-0.058049396,2.4099565,7.95109,0.11131249,3.230019,3.8415527,-0.27809718,2.3633769,-0.93687564,8.853362,-0.5423384,3.7629585,1.4133245,14.131933,1.7830926,1.9472904,1.2303516,-0.0037555099,0.15021041,-0.5085813,-0.26470777,0.031123176,0.13297375,0.8307296,8.3336735,0.71303177,-0.502392,-0.4757697,2.6490455,1.4548306,-0.27151835,0.50151217,0.72768104,1.484149,-0.5026471,0.5027933,6.7104473,1.7288916,0.33748245,-0.13845837,1.298874,8.631594,-0.64587337,3.7883093,-1.1661359
ea1975bd6055,0.93124694,0.9520906,0.33014554,4.5129747,6.6270747,7.78475,9.998798,-0.98314154,-0.7786287,0.21874768,1.971056,1.3256044,0.24307232,1.0344222,10.8616905,-0.101013675,4.3827486,4.4475837,2.9622505,-0.20786232,-0.274591,2.4135127,0.9719818,0.73974407,9.305818,0.07634262,-0.42478287,-0.68236244,0.48985735,0.1491741,1.0217677,0.97274995,0.6451557,0.32765,-0.38208145,-0.97145635,0.6569321,11.730869,0.6540762,-0.5618605,-0.38543123,0.61102587,0.48266083,3.191449,-0.38134947,1.4952658,0.3839294,1.6118927,0.7870064,1.5330707,1.092314,-0.43310112,-0.5629284,-0.29900703,1.8942134,3.7375965,-0.80747133,-0.41820848,-0.41609305,0.56644714,4.723903,0.40573102,0.9390043,-0.39712358,0.80000293,0.99061096,0.09520302,1.2507684,4.3159847,1.1457148,0.58265746,-0.6692053,0.6274629,1.0963345,0.40344095,10.123214,-0.6571889,1.5818149,0.79695475,0.29462203,0.41743824,0.3436197,2.152389,0.85756826,-0.65759397,0.12773252,-0.46364516,0.34646878,-0.12816626,0.8725866,0.32156137,0.76347584,0.5647882,-0.55197513,2.7645385,-0.09409492,0.7475185,11.241247,-0.27738267,-0.01729606,6.9579487,-0.31126454,4.6121407,1.1112825,10.342454,0.21310633,4.354295,5.439832,13.506679,2.651206,0.3649574,1.6083528,-0.5326782,0.038110048,1.0777345,-0.31847033,-0.030399546,-0.68610203,-0.41709837,16.425774,0.6602068,1.4987406,-0.52090955,-0.32876033,-0.20165159,0.6668246,-0.73978263,0.28117466,0.8089199,1.0557915,0.6533563,16.186153,0.7810769,-0.007913485,-0.16720417,0.9756522,4.5757146,0.4747215,2.9413106,1.0243628
95759da25a74,3.8908176,0.3182273,0.6801644,5.0785866,4.940916,10.183992,12.034466,0.5076228,0.28842846,0.43867984,0.16440693,-0.5198053,1.2929311,1.4151163,8.1169815,-0.37621838,7.91004,6.5096855,6.005783,-0.4015816,-0.15454459,1.3779445,-0.6248908,1.5558014,13.214977,1.1271423,0.35112298,-0.98586154,0.027257323,-0.18778704,-0.45038092,1.1352866,-0.17800716,-0.57029164,1.3987899,0.22788171,0.31362075,21.714245,1.8823125,0.16420439,-0.13472037,0.2983128,-0.81431127,0.09758863,-0.6651566,0.5107673,0.85066134,0.7959825,17.789406,-0.56765896,-0.5005783,-0.7432035,-0.042620905,1.031426,0.84419847,1.1091524,0.034497797,6.7738204,0.47192323,0.28357974,0.54943156,0.7847539,-0.4864247,0.16460893,0.5258099,0.11393571,2.8151531,0.61551917,4.3937397,-0.9986633,-0.19049595,0.043188363,0.3670799,20.41053,0.583163,7.2926154,-0.21128753,4.9198184,-0.6746445,0.8180143,2.967771,-0.72424173,0.6615217,0.535169,0.49456787,-0.92501223,0.6678612,-0.38869506,-0.10661671,0.5325602,-0.34505388,0.426936,0.15329704,0.04916656,3.1308486,-0.31656545,0.84568787,9.407014,0.6100806,10.6636715,6.2063594,1.2672986,6.4536076,0.78475875,1.066946,1.3217771,7.1910458,1.0978906,14.402149,2.2855587,1.0395218,4.2191424,0.03571126,-0.65376496,-0.8519895,2.8382108,-1.0807812,1.7549777,-0.6550958,10.416577,-0.65355694,11.233072,0.12076925,2.389842,0.72480977,0.76969564,-0.43365645,0.6941718,0.7964881,-0.50158423,0.15154767,5.1083136,-0.06890052,0.3861097,-0.34462127,-0.6199566,3.290257,1.3673768,4.2470865,3.723644
4936ac8d22ba,1.9867306,1.1030134,1.0863264,3.6627603,4.657107,3.13811,-0.49014485,-0.45416874,0.18596132,1.0900422,0.32517612,-0.3613901,1.1753933,-0.68087935,3.0449536,2.6125088,5.0941257,1.7514485,4.43221,-0.2869202,0.56298614,3.166108,-0.48657367,0.60904723,17.227753,-0.041049443,2.305926,-0.14678144,-0.5408784,0.569664,0.6842592,1.3435669,0.94470906,0.6953433,-0.51348317,0.41189817,-0.30561432,5.4208994,0.77501106,1.2428174,0.93647695,0.48340595,0.37174243,0.41234407,0.003556123,1.153801,1.7966659,-0.18368873,10.543852,1.0935379,-0.093431875,-0.99983525,0.13608718,-0.39101902,0.27929187,1.4131725,0.8700907,2.146433,0.6353072,0.45100743,-0.52213943,0.10286744,-0.5382014,0.15939185,-0.4443041,-0.30344695,-0.8206336,-0.58963555,0.89177406,-0.15223932,1.0682939,0.23839505,-0.55202264,4.492679,0.5271865,8.189517,-0.031332277,0.04172688,2.8085177,0.18058328,4.6192417,0.93286526,0.45658764,1.1141318,-0.7799063,-0.7302577,0.86610925,0.60509086,0.12706664,1.2593709,0.48109868,-0.23565397,-0.5629388,1.484009,3.9135983,3.330549,0.12715504,7.7354393,1.7609353,5.89449,1.2409675,1.3884634,-0.29946756,0.51526666,1.2862551,0.09031996,8.316008,-0.35014573,8.581969,0.5665308,1.271801,2.614169,-0.6718482,1.7744342,-0.6770693,0.81339574,0.9901424,-0.80305445,2.8145695,8.536957,0.9653268,3.4646482,-0.6346078,-0.41979322,-0.33158922,0.96955764,0.32134783,0.14154157,0.9934705,0.028845683,-0.8460773,4.744179,0.6375476,-0.14259344,-0.23960906,0.5552969,0.58984137,-0.41092643,0.37597048,1.5755669
f194d259da45,1.0989562,1.164344,0.017813653,4.049975,3.0331554,3.5416396,-0.14379871,0.42848635,0.8493788,-0.7643565,0.61079097,-0.07995716,1.1881503,1.2376025,0.19427076,0.07606019,6.615237,0.9584868,3.1620889,-0.08321831,1.6414257,1.5280682,-0.24084601,1.5358306,7.0401554,-0.50220895,-0.26154318,0.17235747,0.68199277,-0.48706225,-0.4837329,1.1991634,0.8682767,-0.0031032264,-0.17491132,0.4028672,-0.40884247,14.458783,-0.3717469,0.61826754,-0.7799556,1.9391867,-0.36764684,-0.04104376,-0.74722743,-0.34356287,0.6038177,0.7372614,7.666157,-0.048829585,-1.1848398,-0.2335732,-0.36866164,-0.15393934,2.442132,1.199103,-0.17987752,5.365609,0.92556727,0.7484514,-0.27511325,1.0711418,0.3221799,-0.44174895,2.010232,0.6382189,1.676126,1.4688879,0.97114456,0.7712435,0.009462357,-0.34552264,0.7950001,8.551561,-0.5547114,10.8770275,0.97300315,-0.13943642,-0.24283093,-0.40498048,3.3111372,0.531448,0.59210324,-0.29170838,-0.46475422,-0.3842661,-0.5528278,0.9377713,-0.32674235,-0.10573465,-0.12248644,0.9800143,0.5389118,1.388204,3.4271936,0.04904841,0.49057585,4.357247,0.26896945,7.5473447,3.2030702,1.6037189,2.4919047,1.3213763,2.119051,1.8162335,0.8009397,-0.06470531,9.867617,-0.15322378,-0.028461903,5.2879877,1.3751532,0.48328057,-0.36631444,1.1623136,2.3963795,1.6251743,0.94530207,4.3335357,-0.11774725,6.8329887,-0.34165096,-0.18523636,-1.013909,-0.108965695,0.08567631,1.2564692,-0.08462942,1.2600526,-0.016349107,3.111038,-0.032575577,0.9284611,-0.0530494,0.26950258,2.9893997,0.326862,2.1082983,3.853647
b0f55f2b7a9a,0.081525475,0.5093719,1.11959,4.0324516,4.3290997,12.357193,7.7609377,-0.52766323,0.87912536,1.212366,-0.3774404,0.18212849,1.1543908,0.7897167,5.636855,0.34555256,6.228267,4.899748,6.4129386,0.10647994,0.97654045,4.425997,-0.012011051,-0.08456087,9.911167,0.5431055,-0.013105392,0.46955693,-0.8801166,0.541255,0.40585518,-0.27746296,1.6489213,-0.2706833,0.14038515,-0.9310708,1.2140129,17.07086,0.94060814,-0.113532305,0.56106746,1.703625,-0.10149968,1.4922615,0.07917565,-0.36623526,0.9384701,-0.23129928,8.227359,1.0503212,0.1711272,1.5254407,0.74922997,0.06684217,1.4279745,2.598455,0.5223525,6.74498,0.03182137,1.0254474,-0.04506898,1.4693828,0.41978654,0.6307546,0.11252004,0.34440762,-0.1340763,0.48993254,3.4552128,0.44668972,0.41902065,0.57018924,-0.023243427,8.8960705,-0.97971994,13.060609,-0.16384453,6.4887276,0.014467239,1.5508785,5.043538,0.041365325,1.7347707,0.96380204,-0.17126757,-0.06206,0.6288533,-0.014190257,2.3242495,0.22723389,0.21572936,0.44778264,0.11416054,0.64961,4.156023,0.2669012,0.3079646,7.83812,-0.5025477,7.06455,5.534878,0.020906717,0.2427218,0.1352135,2.4818807,-0.10287511,9.951958,1.8098197,13.890334,2.317174,1.8246996,4.2822504,0.9300798,1.1607946,0.77736884,0.21996173,1.7612562,1.2569249,-0.030907273,6.851063,0.20151749,-0.0190503,-0.06883365,0.033195734,1.1749561,0.22169042,-0.22700918,1.9320877,1.3489438,0.67353225,0.5134091,4.937649,1.8131018,0.20487875,0.12068507,0.91682684,2.5611086,0.26126343,3.7128115,1.5907097
691d7b9f980d,-0.41039926,0.5608118,-0.01562915,3.3374758,6.2059073,8.690598,3.789628,-0.413895,-0.097281754,1.1323681,-0.8900642,-0.3229896,-0.25438073,-0.6355722,10.719376,-0.17384054,2.7997901,3.9242895,2.2758446,-0.25912583,-1.0541736,1.6634679,2.1546333,0.01359912,16.980381,0.6973646,-0.49191996,-0.7626768,0.8614596,0.06000479,-1.0989538,0.32401216,0.5533907,0.23632015,-0.4672863,-1.0537276,-0.2563568,11.591102,0.28100964,-0.6349747,0.06037209,1.1134424,0.8655278,1.4130428,0.5049016,0.24737382,0.29349387,0.46301988,15.05666,-0.7814247,0.6843363,-0.11023717,-0.6428263,-0.35867038,1.4661108,1.5782604,-0.89280015,5.9207377,0.6749121,-0.53013825,-0.48843366,0.47379106,-0.23233145,-0.4869398,0.7274438,0.34853297,1.3691343,0.5494305,2.7401383,0.5034345,-0.57067794,0.4412167,-0.5146635,6.5032086,0.32492906,8.240693,1.3267282,3.8908439,-0.48142394,-0.65872204,2.2735035,-0.50957257,0.7127943,1.1603888,-0.7369049,1.3091334,-0.0032741725,-0.15604016,-0.23264289,-0.41449684,-0.09106746,0.18305182,0.15165962,0.8337647,4.321251,-0.15296681,1.5129892,8.246487,1.1097803,4.9977694,2.926298,-0.36543566,-0.2611611,0.56211543,3.3010628,0.13348794,6.518394,-0.31119844,11.526083,1.6270885,1.779858,1.0835127,1.4168265,-0.14497921,0.99953,4.0675926,0.48138854,1.3649496,-0.4800791,9.968493,1.0121051,3.5121262,-0.59463495,-0.3877888,-0.28590706,0.10165552,-0.2012743,0.58170235,-0.38682956,-0.26813412,0.1640538,12.184948,2.358004,-0.09524403,-0.21415368,0.6023825,2.1629307,0.02629463,0.44418705,3.3008552
9085ea05115e,-0.15915263,0.2047689,1.4600686,3.692429,5.0845923,4.3270907,-0.12539732,-0.7868519,0.86844826,-0.13472396,-0.6282457,2.9531531,0.060998082,1.2552443,0.22431627,0.09143533,4.1700716,1.8104002,1.225224,4.891781,0.52749455,3.2528517,-0.22779047,-0.38027412,11.162901,2.762484,-0.24736926,0.791335,0.18188535,-0.101573795,1.4443734,0.05921197,-0.10661128,1.0775353,-0.15692297,0.42023623,1.2651048,12.10021,1.1620402,-0.36865216,2.7206519,0.19358857,1.1275108,3.5633168,1.9733834,1.0647587,1.4313883,0.1507572,1.6661186,-0.4771147,0.0759643,-0.65642804,-0.35179365,-0.14134327,1.466635,1.070993,1.2271699,3.825269,0.9409888,0.7642546,-0.2619887,1.0195326,2.0287728,1.3002274,-0.14066297,1.7300098,1.0417532,2.0313492,1.3113544,0.78772044,0.5227032,1.0475309,0.8095472,3.7944713,1.7152667,7.898725,0.30535325,-0.12008399,0.9806956,1.2928556,4.112195,-0.22818547,1.2354387,0.2158072,-0.44801018,0.3578253,0.8038368,0.14892258,1.6443465,1.6359159,0.24185655,1.5625389,0.79794633,1.4072295,2.1997383,0.061477408,-0.01116401,7.310929,1.4254602,5.6113615,3.3885798,-0.16811438,-0.0038069487,-0.16629043,1.2205288,0.4235024,4.6371045,-0.049539804,12.766882,1.9795442,1.7063814,1.8490254,-0.813056,2.5406165,0.5044875,2.3377895,1.9321128,0.9923095,-0.2506682,9.570634,0.41493514,2.3105335,0.59419286,-0.17277434,0.46753278,2.1372652,1.1937668,0.9115078,-0.06603655,1.5419749,0.00053814054,0.5659301,1.0270163,1.3255162,-0.04313746,-0.062292755,4.6503153,1.0421171,3.102755,3.1331284
bd0c425de3e4,-0.62096167,-0.37969795,0.86210907,0.7641583,3.7436714,5.033198,-0.70896614,-0.053158283,-0.37301975,-0.09762812,0.6953474,-0.53919923,-0.107819095,-0.8906691,6.868744,-0.3961603,3.0333097,-0.16951177,1.375929,-0.4156189,-0.17551339,1.7912323,-0.64182425,-0.24511188,12.355194,0.46499002,0.33273903,0.80741423,-0.73926395,-0.6985868,-0.21701808,-0.5642469,1.5090735,-1.2008421,0.37189156,-0.13059211,-0.9979265,12.792977,1.4614882,1.9010515,0.7602247,-1.0572491,-0.30003095,1.833821,0.2756324,0.9372122,0.017419696,-1.0452564,1.9843476,-1.0364579,1.0221372,-0.36074853,0.6861402,1.0150886,2.3891664,0.5378473,-0.73316294,4.3178873,-0.7121308,-0.7586483,0.53240865,-0.036716565,0.17098603,0.33555052,0.5059413,-0.51538897,-0.26737127,2.9634674,2.4340594,1.3518188,-0.13525002,-0.4095606,-0.72500986,4.2589507,-0.7463691,10.516024,-0.9832524,-0.73381335,-0.6936841,1.5362942,-0.89713055,0.7389269,-0.46834776,0.5118073,0.47285038,1.0433269,0.6435909,0.007166341,1.5575156,-0.06338558,0.5339077,-0.4592365,0.50111353,0.02448988,1.0490594,-0.33268613,-0.6235024,7.6401052,-0.2929759,0.8911269,3.7443893,-0.5308048,-0.47684193,-0.20147854,2.2872758,-0.91375726,2.5615067,1.0782206,12.524295,-0.780634,-0.36732858,3.0479312,1.1413431,-0.70389986,-0.87340397,-0.67433345,0.7378767,-0.99344194,-0.67234164,7.1916084,-0.67718196,-0.16445781,-0.81969774,-0.5679861,-0.54311526,-0.68836105,-1.0786873,0.6693789,0.4520047,0.43512225,0.3291825,12.75164,0.4038955,-0.06991355,-0.3574773,-1.0219045,2.6158342,-1.0544903,1.2924763,0.6500501
95ce3f4e74d8,-0.09090313,0.9651671,0.39806083,6.360531,3.6708236,0.9929898,5.3888903,0.5176669,-0.04438317,-0.6706319,-0.55712444,0.0050753355,0.55754,-0.24850169,5.28109,0.1634958,4.7311845,3.0203009,-0.29016238,-0.021671563,1.126207,2.9838057,-0.16660154,-0.29641822,4.0206146,0.3528149,-0.18093866,0.2687825,-0.8164211,0.62115085,0.4469014,0.7553435,0.5020568,0.65936303,-0.07261479,0.5016417,0.59151286,6.144083,-0.26070887,-0.29630738,-0.13044387,0.27547032,0.25267822,0.1279074,-0.65705884,-0.23998502,-0.17319393,-0.43108872,0.9839473,0.84147567,-0.5309562,-1.0573926,-0.27273655,-0.082307756,1.1856611,0.9991802,-0.49755424,2.9561002,-0.15078503,1.7710879,-0.20047641,0.563484,0.43195865,0.1751194,-0.068867415,0.73957455,1.1302762,0.265675,1.7102578,0.25158644,1.0325236,-0.5886589,-0.19549513,4.974394,0.42892677,7.628364,-0.3649719,1.4822838,1.0494955,-0.31620103,-0.47224408,-0.15174848,0.46646118,-0.7254696,-0.3695338,-0.2797278,0.14193556,-0.2234838,0.6676514,0.002295494,1.9929696,-0.18894362,-0.0018655062,0.71702325,0.62870276,0.11972977,0.6003803,6.4363556,0.037385166,3.887934,2.752586,-0.11451334,0.06610167,-0.67594624,3.7552338,0.50228286,0.9294292,1.6302454,12.5886,2.0752864,0.43072355,0.5362191,0.26875377,0.703097,1.3617754,3.4889529,0.33455765,-0.41066507,-0.18835023,5.2100153,0.9735683,-0.23795766,0.6671424,-0.11436707,0.10436702,1.4319029,0.7540369,0.61002725,0.7863066,0.12099531,0.9438797,3.977031,0.07916236,1.0333097,0.003317982,0.023637295,-0.10507357,-0.3813655,1.8057859,1.7174865
